,Stkcd,year,EX_INDAT_read,AT
12148,600594,2019,17.0,5745.0
12149,600594,2020,37.0,4525.0
12150,600596,2016,,
12151,600596,2017,,
12152,600596,2018,23.0,1658.0
12153,600596,2019,16.0,6295.0
12154,600596,2020,12.0,9732.0
12155,600597,2016,,
12156,600597,2017,,
12157,600597,2018,3.0,1022.0
12158,600597,2019,4.0,4109.0
12159,600597,2020,5.0,7203.0
12160,600598,2016,,
12161,600598,2017,,
12165,600600,2016,,
12166,600600,2017,,
12167,600600,2018,2.0,812.0
12168,600600,2019,3.0,4676.0
12169,600600,2020,5.0,5640.0
12170,600602,2016,,
12171,600602,2017,,
12172,600602,2018,19.0,565.0
12173,600602,2019,31.0,1953.0
12174,600602,2020,23.0,1864.0
12175,600603,2016,,
12176,600603,2017,,
12177,600603,2018,6.0,1246.0
12178,600603,2019,4.0,2217.0
12179,600603,2020,2.0,2457.0
12180,600604,2016,,
12181,600604,2017,,
12184,600604,2020,10.0,8285.0
12185,600605,2016,,
12186,600605,2017,,
12187,600605,2018,11.0,462.0
12188,600605,2019,6.0,943.0
12189,600605,2020,5.0,593.0
12190,600606,2016,,
12191,600606,2017,,
12195,600609,2016,,
12196,600609,2017,,
12197,600609,2018,11.0,538.0
12198,600609,2019,18.0,1840.0
12199,600609,2020,15.0,3410.0
12200,600610,2016,,
12201,600610,2017,,
12202,600610,2018,11.0,1646.0
12203,600610,2019,8.0,6958.0
12204,600610,2020,12.0,8218.0
12205,600611,2016,,
12206,600611,2017,,
12207,600611,2018,1.0,915.0
12208,600611,2019,1.0,2013.0
12209,600611,2020,3.0,1296.0
12210,600612,2016,,
12211,600612,2017,,
12212,600612,2018,5.0,611.0
12213,600612,2019,3.0,2121.0
12214,600612,2020,1.0,1585.0
12215,600613,2016,,
12216,600613,2017,,
12217,600613,2018,26.0,485.0
12218,600613,2019,17.0,4431.0
12219,600613,2020,37.0,1808.0
12220,600614,2016,,
12221,600614,2017,,
12224,600614,2020,2.0,5487.0
12225,600616,2016,,
12226,600616,2017,,
12227,600616,2018,2.0,513.0
12228,600616,2019,3.0,1762.0
12229,600616,2020,5.0,10363.0
12230,600617,2016,,
12231,600617,2017,,
12232,600617,2018,3.0,561.0
12233,600617,2019,1.0,1866.0
12234,600617,2020,0.0,1161.0
12235,600618,2016,,
12236,600618,2017,,
12237,600618,2018,23.0,427.0
12238,600618,2019,16.0,1750.0
12239,600618,2020,12.0,2626.0
12240,600619,2016,,
12241,600619,2017,,
12242,600619,2018,6.0,1044.0
12243,600619,2019,10.0,2156.0
12244,600619,2020,8.0,1937.0
12245,600620,2016,,
12246,600620,2017,,
12247,600620,2018,6.0,927.0
12248,600620,2019,4.0,3754.0
12249,600620,2020,2.0,1690.0
12250,600622,2016,,
12251,600622,2017,,
12252,600622,2018,19.0,793.0
12253,600622,2019,15.0,2163.0
12254,600622,2020,10.0,2377.0
12255,600623,2016,,
12256,600623,2017,,
12257,600623,2018,23.0,1340.0
12258,600623,2019,16.0,7538.0
12259,600623,2020,12.0,5338.0
12260,600624,2016,,
12261,600624,2017,,
12264,600624,2020,2.0,5975.0
12265,600626,2016,,
12266,600626,2017,,
12267,600626,2018,11.0,1096.0
12268,600626,2019,6.0,4133.0
12269,600626,2020,5.0,2903.0
12270,600628,2016,,
12271,600628,2017,,
12272,600628,2018,7.0,489.0
12273,600628,2019,7.0,1239.0
12274,600628,2020,12.0,1908.0
12275,600629,2016,,
12276,600629,2017,,
12277,600629,2018,1.0,540.0
12278,600629,2019,1.0,1065.0
12279,600629,2020,1.0,948.0
12280,600630,2016,,
12281,600630,2017,,
12282,600630,2018,4.0,1219.0
12283,600630,2019,2.0,2571.0
12284,600630,2020,3.0,3929.0
12285,600633,2016,,
12286,600633,2017,,
12287,600633,2018,13.0,1048.0
12288,600633,2019,15.0,5890.0
12289,600633,2020,13.0,5492.0
12290,600634,2016,,
12291,600634,2017,,
12293,600634,2019,15.0,9222.0
12295,600635,2016,,
12296,600635,2017,,
12299,600635,2020,0.0,6003.0
12300,600636,2016,,
12301,600636,2017,,
12302,600636,2018,23.0,559.0
12303,600636,2019,16.0,3154.0
12304,600636,2020,12.0,3317.0
12305,600637,2016,,
12306,600637,2017,,
12307,600637,2018,5.0,1418.0
12308,600637,2019,6.0,5670.0
12309,600637,2020,6.0,6443.0
12310,600638,2016,,
12311,600638,2017,,
12312,600638,2018,19.0,666.0
12313,600638,2019,15.0,1788.0
12314,600638,2020,10.0,670.0
12315,600639,2016,,
12316,600639,2017,,
12317,600639,2018,19.0,598.0
12318,600639,2019,15.0,1532.0
12319,600639,2020,10.0,1134.0
12320,600640,2016,,
12321,600640,2017,,
12322,600640,2018,13.0,980.0
12323,600640,2019,15.0,4071.0
12324,600640,2020,13.0,3937.0
12325,600641,2016,,
12326,600641,2017,,
12327,600641,2018,19.0,1240.0
12328,600641,2019,15.0,4578.0
12329,600641,2020,10.0,8981.0
12330,600642,2016,,
12331,600642,2017,,
12332,600642,2018,3.0,729.0
12333,600642,2019,1.0,2333.0
12334,600642,2020,0.0,1694.0
12335,600644,2016,,
12336,600644,2017,,
12337,600644,2018,5.0,714.0
12338,600644,2019,7.0,2081.0
12339,600644,2020,5.0,2418.0
12340,600645,2016,,
12341,600645,2017,,
12342,600645,2018,2.0,1669.0
12343,600645,2019,1.0,4452.0
12344,600645,2020,1.0,5513.0
12345,600647,2016,,
12346,600647,2017,,
12347,600647,2018,11.0,596.0
12348,600647,2019,6.0,2835.0
12349,600647,2020,5.0,1045.0
12350,600648,2016,,
12351,600648,2017,,
12352,600648,2018,11.0,1127.0
12353,600648,2019,6.0,7046.0
12354,600648,2020,5.0,3019.0
12355,600649,2016,,
12356,600649,2017,,
12358,600649,2019,15.0,4949.0
12359,600649,2020,10.0,2500.0
12360,600650,2016,,
12361,600650,2017,,
12362,600650,2018,1.0,498.0
12363,600650,2019,1.0,1119.0
12364,600650,2020,3.0,844.0
12365,600651,2016,,
12366,600651,2017,,
12367,600651,2018,22.0,945.0
12368,600651,2019,22.0,9411.0
12369,600651,2020,27.0,3628.0
12370,600653,2016,,
12371,600653,2017,,
12372,600653,2018,7.0,971.0
12373,600653,2019,7.0,2711.0
12374,600653,2020,12.0,3233.0
12375,600655,2016,,
12376,600655,2017,,
12377,600655,2018,7.0,738.0
12378,600655,2019,7.0,3645.0
12379,600655,2020,12.0,4280.0
12380,600657,2016,,
12381,600657,2017,,
12382,600657,2018,19.0,478.0
12383,600657,2019,15.0,1220.0
12384,600657,2020,10.0,2669.0
12385,600658,2016,,
12386,600658,2017,,
12387,600658,2018,19.0,735.0
12388,600658,2019,15.0,1467.0
12389,600658,2020,10.0,2879.0
12390,600660,2016,,
12391,600660,2017,,
12392,600660,2018,10.0,1000.0
12393,600660,2019,10.0,4601.0
12395,600661,2016,,
12396,600661,2017,,
12397,600661,2018,0.0,576.0
12398,600661,2019,1.0,998.0
12399,600661,2020,0.0,1599.0
12400,600662,2016,,
12401,600662,2017,,
12402,600662,2018,1.0,710.0
12403,600662,2019,1.0,2363.0
12404,600662,2020,3.0,4730.0
12405,600663,2016,,
12406,600663,2017,,
12407,600663,2018,19.0,1059.0
12408,600663,2019,15.0,1786.0
12409,600663,2020,10.0,1010.0
12410,600664,2016,,
12411,600664,2017,,
12412,600664,2018,26.0,1379.0
12414,600664,2020,37.0,11426.0
12415,600665,2016,,
12416,600665,2017,,
12417,600665,2018,19.0,632.0
12418,600665,2019,15.0,1425.0
12419,600665,2020,10.0,1052.0
12420,600667,2016,,
12421,600667,2017,,
12422,600667,2018,51.0,984.0
12423,600667,2019,74.0,8266.0
12424,600667,2020,70.0,11162.0
12425,600668,2016,,
12426,600668,2017,,
12427,600668,2018,10.0,1817.0
12428,600668,2019,10.0,8245.0
12429,600668,2020,10.0,7743.0
12430,600673,2016,,
12431,600673,2017,,
12432,600673,2018,2.0,742.0
12433,600673,2019,4.0,2723.0
12434,600673,2020,2.0,10225.0
12435,600674,2016,,
12436,600674,2017,,
12437,600674,2018,5.0,503.0
12438,600674,2019,7.0,1218.0
12439,600674,2020,5.0,833.0
12440,600675,2016,,
12441,600675,2017,,
12442,600675,2018,19.0,716.0
12443,600675,2019,15.0,2070.0
12444,600675,2020,10.0,1698.0
12445,600676,2016,,
12446,600676,2017,,
12447,600676,2018,1.0,530.0
12448,600676,2019,1.0,1410.0
12449,600676,2020,3.0,1028.0
12450,600678,2016,,
12451,600678,2017,,
12453,600678,2019,10.0,6882.0
12454,600678,2020,10.0,5086.0
12455,600679,2016,,
12456,600679,2017,,
12457,600679,2018,10.0,559.0
12458,600679,2019,6.0,1950.0
12459,600679,2020,7.0,2291.0
12460,600681,2016,,
12461,600681,2017,,
12462,600681,2018,3.0,601.0
12463,600681,2019,1.0,1481.0
12464,600681,2020,0.0,1430.0
12465,600682,2016,,
12466,600682,2017,,
12469,600682,2020,12.0,10278.0
12470,600683,2016,,
12471,600683,2017,,
12472,600683,2018,19.0,947.0
12473,600683,2019,15.0,1306.0
12474,600683,2020,10.0,1646.0
12475,600684,2016,,
12476,600684,2017,,
12477,600684,2018,19.0,1579.0
12478,600684,2019,15.0,4556.0
12479,600684,2020,10.0,2472.0
12480,600685,2016,,
12481,600685,2017,,
12482,600685,2018,10.0,706.0
12483,600685,2019,6.0,7417.0
12484,600685,2020,7.0,11435.0
12485,600686,2016,,
12486,600686,2017,,
12487,600686,2018,11.0,650.0
12488,600686,2019,18.0,3642.0
12489,600686,2020,15.0,7399.0
12490,600687,2016,,
12491,600687,2017,,
12494,600688,2016,,
12495,600688,2017,,
12496,600688,2018,2.0,592.0
12497,600688,2019,2.0,1752.0
12498,600688,2020,1.0,2887.0
12499,600689,2016,,
12500,600689,2017,,
12502,600689,2019,2.0,2904.0
12503,600689,2020,3.0,1208.0
12504,600690,2016,,
12505,600690,2017,,
12509,600691,2016,,
12510,600691,2017,,
12511,600691,2018,23.0,1046.0
12512,600691,2019,16.0,5459.0
12513,600691,2020,12.0,3803.0
12514,600692,2016,,
12515,600692,2017,,
12516,600692,2018,2.0,727.0
12517,600692,2019,15.0,1555.0
12518,600692,2020,10.0,2545.0
12519,600693,2016,,
12520,600693,2017,,
12521,600693,2018,7.0,493.0
12522,600693,2019,7.0,1170.0
12523,600693,2020,12.0,1827.0
12524,600694,2016,,
12525,600694,2017,,
12526,600694,2018,7.0,932.0
12527,600694,2019,7.0,3372.0
12528,600694,2020,12.0,5151.0
12529,600696,2016,,
12530,600696,2017,,
12531,600696,2018,19.0,1437.0
12532,600696,2019,15.0,7495.0
12533,600696,2020,10.0,8179.0
12534,600697,2016,,
12535,600697,2017,,
12536,600697,2018,7.0,509.0
12537,600697,2019,7.0,3322.0
12538,600697,2020,12.0,4597.0
12539,600698,2016,,
12540,600698,2017,,
12541,600698,2018,11.0,837.0
12542,600698,2019,18.0,4305.0
12543,600698,2020,15.0,3300.0
12544,600699,2016,,
12545,600699,2017,,
12546,600699,2018,11.0,694.0
12547,600699,2019,18.0,4308.0
12548,600699,2020,15.0,8996.0
12549,600701,2016,,
12550,600701,2017,,
12553,600701,2020,23.0,8997.0
12554,600702,2016,,
12555,600702,2017,,
12556,600702,2018,2.0,1236.0
12557,600702,2019,3.0,7341.0
12559,600703,2016,,
12560,600703,2017,,
12564,600704,2016,,
12565,600704,2017,,
12566,600704,2018,11.0,637.0
12567,600704,2019,6.0,2734.0
12568,600704,2020,5.0,4474.0
12569,600706,2016,,
12570,600706,2017,,
12571,600706,2018,0.0,694.0
12572,600706,2019,0.0,3499.0
12573,600706,2020,0.0,1738.0
12574,600707,2016,,
12575,600707,2017,,
12576,600707,2018,51.0,847.0
12577,600707,2019,74.0,4642.0
12578,600707,2020,70.0,9928.0
12579,600708,2016,,
12580,600708,2017,,
12581,600708,2018,19.0,811.0
12582,600708,2019,15.0,4051.0
12583,600708,2020,10.0,1795.0
12584,600710,2016,,
12585,600710,2017,,
12586,600710,2018,11.0,683.0
12588,600710,2020,5.0,5434.0
12589,600711,2016,,
12590,600711,2017,,
12594,600712,2016,,
12595,600712,2017,,
12596,600712,2018,7.0,758.0
12599,600713,2016,,
12600,600713,2017,,
12601,600713,2018,7.0,576.0
12602,600713,2019,7.0,1495.0
12603,600713,2020,12.0,2603.0
12604,600714,2016,,
12605,600714,2017,,
12606,600714,2018,2.0,496.0
12607,600714,2019,1.0,813.0
12608,600714,2020,12.0,534.0
12609,600715,2016,,
12610,600715,2017,,
12611,600715,2018,3.0,1609.0
12612,600715,2019,4.0,3812.0
12613,600715,2020,3.0,4172.0
12614,600716,2016,,
12615,600716,2017,,
12616,600716,2018,19.0,769.0
12617,600716,2019,15.0,3096.0
12618,600716,2020,10.0,1611.0
12619,600717,2016,,
12620,600717,2017,,
12621,600717,2018,2.0,750.0
12622,600717,2019,2.0,2376.0
12623,600717,2020,0.0,1538.0
12624,600718,2016,,
12625,600718,2017,,
12626,600718,2018,19.0,1205.0
12627,600718,2019,31.0,4531.0
12628,600718,2020,23.0,5243.0
12629,600719,2016,,
12630,600719,2017,,
12631,600719,2018,5.0,479.0
12632,600719,2019,7.0,975.0
12633,600719,2020,5.0,839.0
12634,600720,2016,,
12635,600720,2017,,
12636,600720,2018,10.0,1049.0
12637,600720,2019,10.0,5124.0
12638,600720,2020,10.0,9046.0
12639,600722,2016,,
12640,600722,2017,,
12641,600722,2018,23.0,972.0
12642,600722,2019,16.0,4466.0
12643,600722,2020,12.0,3358.0
12644,600723,2016,,
12645,600723,2017,,
12646,600723,2018,7.0,469.0
12647,600723,2019,7.0,1019.0
12648,600723,2020,12.0,3644.0
12649,600724,2016,,
12650,600724,2017,,
12651,600724,2018,19.0,602.0
12652,600724,2019,15.0,1155.0
12653,600724,2020,10.0,1571.0
12654,600725,2016,,
12655,600725,2017,,
12656,600725,2018,2.0,402.0
12657,600725,2019,2.0,1864.0
12658,600725,2020,1.0,1751.0
12659,600726,2016,,
12660,600726,2017,,
12661,600726,2018,5.0,477.0
12662,600726,2019,7.0,3288.0
12663,600726,2020,5.0,6887.0
12664,600727,2016,,
12665,600727,2017,,
12666,600727,2018,23.0,650.0
12667,600727,2019,16.0,2737.0
12668,600727,2020,12.0,3675.0
12669,600728,2016,,
12670,600728,2017,,
12674,600729,2016,,
12675,600729,2017,,
12676,600729,2018,7.0,735.0
12677,600729,2019,7.0,2635.0
12678,600729,2020,12.0,3104.0
12679,600730,2016,,
12680,600730,2017,,
12681,600730,2018,19.0,789.0
12682,600730,2019,1.0,2671.0
12683,600730,2020,0.0,1840.0
12684,600731,2016,,
12685,600731,2017,,
12686,600731,2018,23.0,440.0
12687,600731,2019,16.0,1330.0
12688,600731,2020,12.0,3215.0
12689,600732,2016,,
12690,600732,2017,,
12691,600732,2018,19.0,689.0
12692,600732,2019,15.0,4522.0
12693,600732,2020,27.0,4226.0
12694,600733,2016,,
12695,600733,2017,,
12699,600735,2016,,
12700,600735,2017,,
12701,600735,2018,0.0,1734.0
12702,600735,2019,0.0,4921.0
12703,600735,2020,0.0,1827.0
12704,600736,2016,,
12705,600736,2017,,
12706,600736,2018,19.0,1257.0
12707,600736,2019,15.0,9628.0
12708,600736,2020,10.0,3988.0
12709,600737,2016,,
12710,600737,2017,,
12711,600737,2018,1.0,984.0
12712,600737,2019,4.0,5483.0
12713,600737,2020,9.0,5441.0
12714,600738,2016,,
12715,600738,2017,,
12717,600738,2019,7.0,5424.0
12718,600738,2020,12.0,2523.0
12719,600739,2016,,
12720,600739,2017,,
12722,600739,2019,6.0,4810.0
12724,600740,2016,,
12725,600740,2017,,
12727,600740,2019,2.0,5076.0
12728,600740,2020,1.0,4024.0
12729,600741,2016,,
12730,600741,2017,,
12731,600741,2018,11.0,910.0
12732,600741,2019,18.0,2481.0
12733,600741,2020,15.0,3357.0
12734,600742,2016,,
12735,600742,2017,,
12736,600742,2018,11.0,914.0
12737,600742,2019,18.0,2974.0
12738,600742,2020,15.0,3010.0
12739,600743,2016,,
12740,600743,2017,,
12741,600743,2018,19.0,704.0
12742,600743,2019,15.0,1349.0
12743,600743,2020,10.0,1484.0
12744,600744,2016,,
12745,600744,2017,,
12746,600744,2018,5.0,702.0
12747,600744,2019,7.0,2846.0
12748,600744,2020,5.0,3670.0
12749,600745,2016,,
12750,600745,2017,,
12751,600745,2018,51.0,1805.0
12754,600746,2016,,
12755,600746,2017,,
12756,600746,2018,23.0,688.0
12757,600746,2019,16.0,2219.0
12758,600746,2020,12.0,2577.0
12759,600747,2016,,
12760,600747,2017,,
12761,600747,2018,11.0,1733.0
12762,600748,2016,,
12763,600748,2017,,
12764,600748,2018,19.0,630.0
12765,600748,2019,15.0,2571.0
12766,600748,2020,10.0,4343.0
12767,600749,2016,,
12768,600749,2017,,
12769,600749,2018,0.0,405.0
12770,600749,2019,0.0,2124.0
12771,600749,2020,0.0,1864.0
12772,600750,2016,,
12773,600750,2017,,
12774,600750,2018,26.0,736.0
12775,600750,2019,17.0,2466.0
12776,600750,2020,37.0,2888.0
12777,600751,2016,,
12778,600751,2017,,
12780,600751,2019,6.0,9164.0
12782,600753,2016,,
12783,600753,2017,,
12784,600753,2018,11.0,954.0
12785,600753,2019,6.0,1454.0
12786,600753,2020,5.0,1587.0
12787,600754,2016,,
12788,600754,2017,,
12789,600754,2018,0.0,673.0
12790,600754,2019,0.0,1369.0
12791,600754,2020,0.0,1427.0
12792,600755,2016,,
12793,600755,2017,,
12794,600755,2018,11.0,1784.0
12795,600755,2019,6.0,5835.0
12796,600755,2020,5.0,5569.0
12797,600756,2016,,
12798,600756,2017,,
12799,600756,2018,19.0,1227.0
12800,600756,2019,31.0,9655.0
12801,600756,2020,23.0,4600.0
12802,600757,2016,,
12803,600757,2017,,
12804,600757,2018,2.0,811.0
12805,600757,2019,1.0,2865.0
12806,600757,2020,2.0,2650.0
12807,600758,2016,,
12808,600758,2017,,
12809,600758,2018,2.0,819.0
12811,600758,2020,0.0,4491.0
12812,600759,2016,,
12813,600759,2017,,
12816,600759,2020,3.0,4960.0
12817,600760,2016,,
12818,600760,2017,,
12820,600760,2019,6.0,8077.0
12821,600760,2020,7.0,11286.0
12822,600761,2016,,
12823,600761,2017,,
12824,600761,2018,15.0,726.0
12825,600761,2019,9.0,1328.0
12826,600761,2020,16.0,2514.0
12827,600763,2016,,
12828,600763,2017,,
12829,600763,2018,0.0,656.0
12830,600763,2019,2.0,2393.0
12831,600763,2020,0.0,2521.0
12832,600764,2016,,
12833,600764,2017,,
12834,600764,2018,51.0,954.0
12835,600764,2019,74.0,2092.0
12836,600764,2020,70.0,2877.0
12837,600765,2016,,
12838,600765,2017,,
12839,600765,2018,6.0,1188.0
12840,600765,2019,10.0,4948.0
12841,600765,2020,7.0,6057.0
12842,600767,2016,,
12843,600767,2017,,
12844,600767,2018,19.0,777.0
12845,600767,2019,31.0,2958.0
12846,600767,2020,23.0,4258.0
12847,600768,2016,,
12848,600768,2017,,
12849,600768,2018,17.0,473.0
12850,600768,2019,12.0,1555.0
12851,600768,2020,10.0,1029.0
12852,600769,2016,,
12853,600769,2017,,
12854,600769,2018,11.0,488.0
12855,600769,2019,8.0,1900.0
12856,600769,2020,7.0,2012.0
12857,600770,2016,,
12858,600770,2017,,
12859,600770,2018,6.0,1191.0
12860,600770,2019,4.0,6230.0
12861,600770,2020,2.0,4978.0
12862,600771,2016,,
12863,600771,2017,,
12864,600771,2018,26.0,703.0
12865,600771,2019,17.0,4384.0
12866,600771,2020,37.0,4835.0
12867,600773,2016,,
12868,600773,2017,,
12869,600773,2018,19.0,1461.0
12870,600773,2019,15.0,5589.0
12871,600773,2020,10.0,4368.0
12872,600774,2016,,
12873,600774,2017,,
12874,600774,2018,7.0,562.0
12875,600774,2019,7.0,752.0
12876,600774,2020,12.0,1250.0
12877,600775,2016,,
12878,600775,2017,,
12881,600775,2020,70.0,3501.0
12882,600776,2016,,
12883,600776,2017,,
12886,600776,2020,70.0,5158.0
12887,600777,2016,,
12888,600777,2017,,
12890,600777,2019,4.0,9120.0
12892,600778,2016,,
12893,600778,2017,,
12894,600778,2018,7.0,482.0
12895,600778,2019,7.0,2145.0
12896,600778,2020,12.0,1275.0
12897,600779,2016,,
12898,600779,2017,,
12899,600779,2018,2.0,837.0
12900,600779,2019,3.0,3131.0
12901,600779,2020,5.0,4021.0
12902,600780,2016,,
12903,600780,2017,,
12904,600780,2018,5.0,620.0
12905,600780,2019,7.0,1325.0
12906,600780,2020,5.0,1206.0
12907,600782,2016,,
12908,600782,2017,,
12909,600782,2018,12.0,1519.0
12910,600782,2019,4.0,5659.0
12911,600782,2020,4.0,5495.0
12912,600784,2016,,
12913,600784,2017,,
12914,600784,2018,6.0,1356.0
12915,600784,2019,4.0,2881.0
12916,600784,2020,5.0,2657.0
12917,600785,2016,,
12918,600785,2017,,
12919,600785,2018,7.0,489.0
12920,600785,2019,7.0,705.0
12921,600785,2020,12.0,876.0
12922,600787,2016,,
12923,600787,2017,,
12924,600787,2018,2.0,653.0
12925,600787,2019,2.0,2034.0
12926,600787,2020,0.0,2106.0
12927,600789,2016,,
12928,600789,2017,,
12930,600789,2019,17.0,7996.0
12932,600790,2016,,
12933,600790,2017,,
12934,600790,2018,5.0,465.0
12935,600790,2019,4.0,1163.0
12936,600790,2020,8.0,2617.0
12937,600791,2016,,
12938,600791,2017,,
12939,600791,2018,19.0,697.0
12940,600791,2019,15.0,1460.0
12941,600791,2020,10.0,3141.0
12942,600792,2016,,
12943,600792,2017,,
12944,600792,2018,2.0,802.0
12945,600792,2019,2.0,2645.0
12946,600792,2020,1.0,2539.0
12947,600793,2016,,
12948,600793,2017,,
12949,600793,2018,3.0,654.0
12950,600793,2019,4.0,1195.0
12951,600793,2020,0.0,706.0
12952,600794,2016,,
12953,600794,2017,,
12954,600794,2018,2.0,655.0
12956,600794,2020,0.0,4127.0
12957,600795,2016,,
12958,600795,2017,,
12959,600795,2018,5.0,1145.0
12960,600795,2019,7.0,4692.0
12961,600795,2020,5.0,4457.0
12962,600796,2016,,
12963,600796,2017,,
12964,600796,2018,23.0,1387.0
12965,600796,2019,16.0,1364.0
12966,600796,2020,12.0,1634.0
12967,600797,2016,,
12968,600797,2017,,
12969,600797,2018,19.0,1219.0
12971,600797,2020,23.0,8107.0
12972,600798,2016,,
12973,600798,2017,,
12974,600798,2018,2.0,657.0
12975,600798,2019,2.0,2530.0
12976,600798,2020,0.0,4267.0
12977,600800,2016,,
12978,600800,2017,,
12980,600800,2019,74.0,9187.0
12981,600800,2020,12.0,5750.0
12982,600801,2016,,
12983,600801,2017,,
12984,600801,2018,10.0,1313.0
12985,600801,2019,10.0,7500.0
12986,600801,2020,10.0,5419.0
12987,600802,2016,,
12988,600802,2017,,
12989,600802,2018,10.0,655.0
12990,600802,2019,10.0,3000.0
12991,600802,2020,10.0,3707.0
12992,600803,2016,,
12993,600803,2017,,
12995,600803,2019,16.0,8330.0
12996,600803,2020,12.0,2269.0
12997,600804,2016,,
12998,600804,2017,,
12999,600804,2018,13.0,1600.0
13002,600805,2016,,
13003,600805,2017,,
13004,600805,2018,6.0,1050.0
13005,600805,2019,4.0,5824.0
13006,600805,2020,2.0,5310.0
13007,600806,2016,,
13008,600806,2017,,
13009,600807,2016,,
13010,600807,2017,,
13012,600807,2019,15.0,5460.0
13013,600807,2020,10.0,7569.0
13014,600808,2016,,
13015,600808,2017,,
13016,600808,2018,12.0,1322.0
13017,600808,2019,4.0,3912.0
13018,600808,2020,4.0,5069.0
13019,600809,2016,,
13020,600809,2017,,
13021,600809,2018,2.0,869.0
13022,600809,2019,3.0,3823.0
13023,600809,2020,5.0,10578.0
13024,600810,2016,,
13025,600810,2017,,
13027,600810,2019,3.0,5947.0
13028,600810,2020,2.0,6384.0
13029,600811,2016,,
13030,600811,2017,,
13033,600811,2020,9.0,10449.0
13034,600812,2016,,
13035,600812,2017,,
13036,600812,2018,26.0,786.0
13039,600814,2016,,
13040,600814,2017,,
13041,600814,2018,7.0,535.0
13042,600814,2019,7.0,1259.0
13043,600814,2020,12.0,2173.0
13044,600815,2016,,
13045,600815,2017,,
13046,600815,2018,15.0,559.0
13047,600815,2019,9.0,2641.0
13048,600815,2020,16.0,1276.0
13049,600817,2016,,
13050,600817,2017,,
13051,600817,2018,19.0,699.0
13052,600817,2019,15.0,1192.0
13053,600817,2020,10.0,2819.0
13054,600818,2016,,
13055,600818,2017,,
13056,600818,2018,10.0,909.0
13057,600818,2019,6.0,1419.0
13058,600818,2020,7.0,1790.0
13059,600819,2016,,
13060,600819,2017,,
13061,600819,2018,10.0,516.0
13062,600819,2019,10.0,1229.0
13063,600819,2020,10.0,1696.0
13064,600820,2016,,
13065,600820,2017,,
13066,600820,2018,11.0,1189.0
13067,600820,2019,8.0,2874.0
13068,600820,2020,7.0,2727.0
13069,600821,2016,,
13070,600821,2017,,
13071,600821,2018,7.0,636.0
13072,600821,2019,7.0,3642.0
13073,600821,2020,12.0,1951.0
13074,600822,2016,,
13075,600822,2017,,
13076,600822,2018,11.0,1304.0
13077,600822,2019,6.0,3795.0
13078,600822,2020,5.0,1706.0
13079,600823,2016,,
13080,600823,2017,,
13081,600823,2018,19.0,679.0
13082,600823,2019,15.0,2174.0
13083,600823,2020,10.0,3955.0
13084,600824,2016,,
13085,600824,2017,,
13086,600824,2018,7.0,720.0
13087,600824,2019,7.0,691.0
13088,600824,2020,12.0,1405.0
13089,600825,2016,,
13090,600825,2017,,
13092,600825,2019,1.0,3279.0
13093,600825,2020,2.0,1466.0
13094,600826,2016,,
13095,600826,2017,,
13096,600826,2018,11.0,1139.0
13097,600826,2019,6.0,3272.0
13098,600826,2020,5.0,2385.0
13099,600827,2016,,
13100,600827,2017,,
13101,600827,2018,7.0,738.0
13102,600827,2019,7.0,1956.0
13103,600827,2020,12.0,11233.0
13104,600828,2016,,
13105,600828,2017,,
13106,600828,2018,7.0,848.0
13107,600828,2019,7.0,1720.0
13108,600828,2020,12.0,2542.0
13109,600829,2016,,
13110,600829,2017,,
13111,600829,2018,11.0,464.0
13112,600829,2019,6.0,1601.0
13113,600829,2020,5.0,3083.0
13114,600830,2016,,
13115,600830,2017,,
13116,600830,2018,0.0,595.0
13117,600830,2019,0.0,2170.0
13118,600830,2020,0.0,3010.0
13119,600831,2016,,
13120,600831,2017,,
13123,600831,2020,6.0,8994.0
13124,600833,2016,,
13125,600833,2017,,
13126,600833,2018,7.0,423.0
13127,600833,2019,7.0,883.0
13128,600833,2020,12.0,1063.0
13129,600834,2016,,
13130,600834,2017,,
13131,600834,2018,1.0,328.0
13132,600834,2019,1.0,1420.0
13133,600834,2020,3.0,4028.0
13134,600835,2016,,
13135,600835,2017,,
13136,600835,2018,6.0,589.0
13137,600835,2019,10.0,1817.0
13138,600835,2020,8.0,1583.0
13139,600836,2016,,
13140,600836,2017,,
13141,600836,2018,0.0,647.0
13142,600836,2019,0.0,4338.0
13143,600836,2020,0.0,2324.0
13144,600838,2016,,
13145,600838,2017,,
13146,600838,2018,7.0,563.0
13147,600838,2019,7.0,1411.0
13148,600838,2020,12.0,2161.0
13149,600839,2016,,
13150,600839,2017,,
13151,600839,2018,51.0,1268.0
13154,600841,2016,,
13155,600841,2017,,
13156,600841,2018,6.0,506.0
13157,600841,2019,10.0,894.0
13158,600841,2020,8.0,859.0
13159,600843,2016,,
13160,600843,2017,,
13161,600843,2018,15.0,726.0
13162,600843,2019,9.0,1030.0
13163,600843,2020,16.0,849.0
13164,600844,2016,,
13165,600844,2017,,
13166,600844,2018,23.0,1107.0
13167,600844,2019,16.0,5708.0
13168,600844,2020,12.0,5586.0
13169,600845,2016,,
13170,600845,2017,,
13171,600845,2018,19.0,873.0
13172,600845,2019,31.0,3115.0
13173,600845,2020,23.0,3438.0
13174,600846,2016,,
13175,600846,2017,,
