,Stkcd,year,EX_INDAT_read,AT
13176,600846,2018,11.0,1388.0
13177,600846,2019,8.0,5846.0
13178,600846,2020,7.0,3128.0
13179,600847,2016,,
13180,600847,2017,,
13181,600847,2018,22.0,422.0
13182,600847,2019,22.0,804.0
13183,600847,2020,27.0,1231.0
13184,600848,2016,,
13185,600848,2017,,
13187,600848,2019,15.0,9941.0
13188,600848,2020,10.0,2400.0
13189,600850,2016,,
13190,600850,2017,,
13191,600850,2018,19.0,1023.0
13192,600850,2019,31.0,4574.0
13193,600850,2020,23.0,2828.0
13194,600851,2016,,
13195,600851,2017,,
13196,600851,2018,26.0,656.0
13197,600851,2019,17.0,2226.0
13198,600851,2020,37.0,1670.0
13199,600853,2016,,
13200,600853,2017,,
13201,600853,2018,11.0,746.0
13202,600853,2019,8.0,4089.0
13203,600853,2020,7.0,4333.0
13204,600854,2016,,
13205,600854,2017,,
13206,600854,2018,22.0,1197.0
13207,600854,2019,22.0,3969.0
13208,600854,2020,27.0,4503.0
13209,600855,2016,,
13210,600855,2017,,
13211,600855,2018,15.0,870.0
13212,600855,2019,9.0,4443.0
13214,600857,2016,,
13215,600857,2017,,
13216,600857,2018,7.0,860.0
13217,600857,2019,7.0,1807.0
13218,600857,2020,12.0,975.0
13219,600858,2016,,
13220,600858,2017,,
13221,600858,2018,7.0,715.0
13222,600858,2019,7.0,4632.0
13223,600858,2020,12.0,5569.0
13224,600859,2016,,
13225,600859,2017,,
13227,600859,2019,7.0,6246.0
13229,600860,2016,,
13230,600860,2017,,
13231,600860,2018,15.0,637.0
13232,600860,2019,9.0,3368.0
13233,600860,2020,16.0,1296.0
13234,600861,2016,,
13235,600861,2017,,
13236,600861,2018,7.0,474.0
13237,600861,2019,7.0,931.0
13238,600861,2020,12.0,1182.0
13239,600862,2016,,
13240,600862,2017,,
13241,600862,2018,10.0,935.0
13242,600862,2019,6.0,3774.0
13243,600862,2020,7.0,4656.0
13244,600863,2016,,
13245,600863,2017,,
13246,600863,2018,5.0,505.0
13247,600863,2019,7.0,2022.0
13248,600863,2020,5.0,1900.0
13249,600865,2016,,
13250,600865,2017,,
13251,600865,2018,7.0,554.0
13252,600865,2019,7.0,2306.0
13253,600865,2020,12.0,3223.0
13254,600866,2016,,
13255,600866,2017,,
13256,600866,2018,3.0,673.0
13257,600866,2019,4.0,2710.0
13258,600866,2020,5.0,5970.0
13259,600867,2016,,
13260,600867,2017,,
13261,600867,2018,26.0,1158.0
13264,600868,2016,,
13265,600868,2017,,
13268,600868,2020,5.0,11076.0
13269,600869,2016,,
13270,600869,2017,,
13271,600869,2018,22.0,894.0
13272,600869,2019,22.0,5417.0
13273,600869,2020,27.0,7350.0
13274,600871,2016,,
13275,600871,2017,,
13276,600871,2018,1.0,1171.0
13278,600871,2020,0.0,7261.0
13279,600872,2016,,
13280,600872,2017,,
13281,600872,2018,3.0,576.0
13282,600872,2019,4.0,3345.0
13283,600872,2020,5.0,3117.0
13284,600873,2016,,
13285,600873,2017,,
13286,600873,2018,3.0,887.0
13287,600873,2019,4.0,4545.0
13288,600873,2020,5.0,5781.0
13289,600874,2016,,
13290,600874,2017,,
13291,600874,2018,0.0,1054.0
13292,600874,2019,0.0,1838.0
13293,600874,2020,0.0,1974.0
13294,600875,2016,,
13295,600875,2017,,
13296,600875,2018,6.0,1112.0
13298,600875,2020,8.0,7771.0
13299,600876,2016,,
13300,600876,2017,,
13301,600876,2018,10.0,597.0
13302,600876,2019,10.0,3436.0
13303,600876,2020,10.0,3372.0
13304,600877,2016,,
13305,600877,2017,,
13306,600877,2018,10.0,1653.0
13307,600877,2019,22.0,7868.0
13308,600877,2020,27.0,7418.0
13309,600879,2016,,
13310,600879,2017,,
13311,600879,2018,15.0,1399.0
13312,600879,2019,9.0,8351.0
13314,600880,2016,,
13315,600880,2017,,
13316,600880,2018,2.0,1336.0
13317,600880,2019,1.0,3527.0
13318,600880,2020,2.0,3465.0
13319,600881,2016,,
13320,600881,2017,,
13324,600882,2016,,
13325,600882,2017,,
13326,600882,2018,3.0,458.0
13327,600882,2019,4.0,1108.0
13328,600882,2020,5.0,3448.0
13329,600883,2016,,
13330,600883,2017,,
13331,600883,2018,10.0,568.0
13332,600883,2019,10.0,1317.0
13333,600883,2020,10.0,965.0
13334,600884,2016,,
13335,600884,2017,,
13337,600884,2019,22.0,4762.0
13338,600884,2020,27.0,7959.0
13339,600885,2016,,
13340,600885,2017,,
13341,600885,2018,22.0,458.0
13342,600885,2019,22.0,953.0
13343,600885,2020,27.0,1183.0
13344,600886,2016,,
13345,600886,2017,,
13346,600886,2018,5.0,840.0
13347,600886,2019,7.0,3346.0
13348,600886,2020,5.0,1789.0
13349,600887,2016,,
13350,600887,2017,,
13354,600888,2016,,
13355,600888,2017,,
13356,600888,2018,51.0,467.0
13357,600888,2019,74.0,2623.0
13358,600888,2020,70.0,5134.0
13359,600889,2016,,
13360,600889,2017,,
13361,600889,2018,3.0,981.0
13362,600889,2019,3.0,2463.0
13363,600889,2020,2.0,2829.0
13364,600891,2016,,
13365,600891,2017,,
13366,600891,2018,5.0,1484.0
13368,600891,2020,1.0,10903.0
13369,600892,2016,,
13370,600892,2017,,
13371,600892,2018,19.0,579.0
13372,600892,2019,31.0,2641.0
13373,600892,2020,23.0,1545.0
13374,600893,2016,,
13375,600893,2017,,
13376,600893,2018,10.0,1277.0
13377,600893,2019,6.0,6029.0
13378,600893,2020,7.0,10591.0
13379,600894,2016,,
13380,600894,2017,,
13381,600894,2018,6.0,754.0
13382,600894,2019,10.0,2852.0
13383,600894,2020,8.0,3320.0
13384,600895,2016,,
13385,600895,2017,,
13388,600895,2020,10.0,11391.0
13389,600897,2016,,
13390,600897,2017,,
13391,600897,2018,1.0,416.0
13392,600897,2019,0.0,937.0
13393,600897,2020,0.0,989.0
13394,600900,2016,,
13395,600900,2017,,
13396,600900,2018,5.0,1397.0
13397,600900,2019,7.0,5589.0
13398,600900,2020,5.0,4112.0
13399,600903,2017,,
13402,600903,2020,0.0,7100.0
13403,600916,2020,12.0,
13404,600917,2016,,
13405,600917,2017,,
13406,600917,2018,3.0,664.0
13407,600917,2019,1.0,1971.0
13408,600917,2020,0.0,1147.0
13410,600929,2019,4.0,5900.0
13411,600929,2020,5.0,3504.0
13412,600933,2017,,
13413,600933,2018,11.0,541.0
13414,600933,2019,18.0,1221.0
13415,600933,2020,15.0,923.0
13416,600936,2016,,
13417,600936,2017,,
13418,600936,2018,5.0,872.0
13419,600936,2019,6.0,2542.0
13420,600936,2020,6.0,1512.0
13421,600939,2016,,
13422,600939,2017,,
13423,600939,2018,0.0,658.0
13424,600939,2019,0.0,1609.0
13425,600939,2020,0.0,1574.0
13426,600956,2020,0.0,6669.0
13427,600959,2016,,
13428,600959,2017,,
13429,600959,2018,5.0,1079.0
13430,600959,2019,6.0,3151.0
13431,600959,2020,6.0,3299.0
13432,600960,2016,,
13433,600960,2017,,
13434,600960,2018,11.0,926.0
13435,600960,2019,18.0,4189.0
13436,600960,2020,15.0,5883.0
13437,600961,2016,,
13438,600961,2017,,
13439,600961,2018,17.0,400.0
13440,600961,2019,12.0,522.0
13441,600961,2020,10.0,1431.0
13442,600962,2016,,
13443,600962,2017,,
13444,600962,2018,2.0,681.0
13445,600962,2019,3.0,1690.0
13446,600962,2020,5.0,2498.0
13447,600963,2016,,
13448,600963,2017,,
13449,600963,2018,3.0,784.0
13450,600963,2019,4.0,7640.0
13451,600963,2020,0.0,4571.0
13452,600965,2016,,
13453,600965,2017,,
13454,600965,2018,2.0,468.0
13455,600965,2019,4.0,2359.0
13456,600965,2020,4.0,3005.0
13457,600966,2016,,
13458,600966,2017,,
13459,600966,2018,3.0,820.0
13460,600966,2019,4.0,4364.0
13461,600966,2020,0.0,3240.0
13462,600967,2016,,
13463,600967,2017,,
13464,600967,2018,10.0,966.0
13465,600967,2019,6.0,4633.0
13466,600967,2020,7.0,7776.0
13468,600968,2020,0.0,6695.0
13469,600969,2016,,
13470,600969,2017,,
13471,600969,2018,5.0,994.0
13472,600969,2019,7.0,3370.0
13473,600969,2020,5.0,2062.0
13474,600970,2016,,
13475,600970,2017,,
13476,600970,2018,11.0,1134.0
13477,600970,2019,8.0,4428.0
13478,600970,2020,7.0,5582.0
13479,600971,2016,,
13480,600971,2017,,
13481,600971,2018,2.0,801.0
13482,600971,2019,1.0,2546.0
13483,600971,2020,0.0,3408.0
13484,600973,2016,,
13485,600973,2017,,
13486,600973,2018,22.0,731.0
13487,600973,2019,22.0,3174.0
13488,600973,2020,27.0,4402.0
13489,600975,2016,,
13490,600975,2017,,
13491,600975,2018,2.0,495.0
13492,600975,2019,4.0,9011.0
13493,600975,2020,4.0,5710.0
13494,600976,2016,,
13495,600976,2017,,
13496,600976,2018,7.0,484.0
13497,600976,2019,7.0,1002.0
13498,600976,2020,12.0,1299.0
13499,600977,2016,,
13500,600977,2017,,
13501,600977,2018,3.0,703.0
13502,600977,2019,4.0,6448.0
13503,600977,2020,3.0,6052.0
13504,600979,2016,,
13505,600979,2017,,
13506,600979,2018,5.0,475.0
13507,600979,2019,7.0,1014.0
13508,600979,2020,5.0,1772.0
13509,600980,2016,,
13510,600980,2017,,
13511,600980,2018,51.0,548.0
13512,600980,2019,74.0,7537.0
13513,600980,2020,70.0,1527.0
13514,600981,2016,,
13515,600981,2017,,
13516,600981,2018,11.0,1146.0
13517,600981,2019,6.0,6468.0
13518,600981,2020,5.0,5506.0
13519,600982,2016,,
13520,600982,2017,,
13521,600982,2018,5.0,716.0
13522,600982,2019,7.0,1863.0
13523,600982,2020,5.0,2888.0
13524,600983,2016,,
13525,600983,2017,,
13526,600983,2018,22.0,909.0
13527,600983,2019,22.0,3804.0
13528,600983,2020,27.0,9841.0
13529,600984,2016,,
13530,600984,2017,,
13531,600984,2018,15.0,557.0
13532,600984,2019,9.0,1602.0
13533,600984,2020,16.0,4178.0
13534,600985,2016,,
13535,600985,2017,,
13536,600985,2018,2.0,434.0
13537,600985,2019,1.0,1176.0
13538,600985,2020,0.0,2076.0
13539,600986,2016,,
13540,600986,2017,,
13541,600986,2018,13.0,1577.0
13544,600987,2016,,
13545,600987,2017,,
13546,600987,2018,4.0,529.0
13547,600987,2019,2.0,1263.0
13548,600987,2020,3.0,1365.0
13549,600988,2016,,
13550,600988,2017,,
13555,600989,2020,12.0,8466.0
13556,600990,2016,,
13557,600990,2017,,
13558,600990,2018,51.0,744.0
13559,600990,2019,74.0,1711.0
13560,600990,2020,70.0,1247.0
13561,600992,2016,,
13562,600992,2017,,
13563,600992,2018,2.0,494.0
13564,600992,2019,3.0,1447.0
13565,600992,2020,0.0,467.0
13566,600993,2016,,
13567,600993,2017,,
13568,600993,2018,11.0,552.0
13569,600993,2019,6.0,2469.0
13570,600993,2020,5.0,4549.0
13571,600995,2016,,
13572,600995,2017,,
13573,600995,2018,5.0,597.0
13574,600995,2019,7.0,1692.0
13575,600995,2020,5.0,2088.0
13576,600996,2016,,
13577,600996,2017,,
13578,600996,2018,5.0,763.0
13579,600996,2019,6.0,4914.0
13580,600996,2020,6.0,2185.0
13581,600997,2016,,
13582,600997,2017,,
13583,600997,2018,2.0,1605.0
13584,600997,2019,2.0,6943.0
13585,600997,2020,1.0,3953.0
13586,600998,2016,,
13587,600998,2017,,
13588,600998,2018,11.0,550.0
13589,600998,2019,6.0,2836.0
13590,600998,2020,5.0,4171.0
13591,601000,2016,,
13592,601000,2017,,
13593,601000,2018,2.0,1111.0
13594,601000,2019,2.0,3385.0
13595,601000,2020,0.0,3059.0
13596,601001,2016,,
13597,601001,2017,,
13598,601001,2018,2.0,784.0
13599,601001,2019,1.0,2268.0
13600,601001,2020,0.0,4261.0
13601,601002,2016,,
13602,601002,2017,,
13603,601002,2018,6.0,904.0
13604,601002,2019,10.0,2440.0
13605,601002,2020,8.0,2434.0
13606,601003,2016,,
13607,601003,2017,,
13609,601003,2019,4.0,5149.0
13610,601003,2020,4.0,2284.0
13611,601005,2016,,
13612,601005,2017,,
13613,601005,2018,12.0,652.0
13614,601005,2019,4.0,1763.0
13615,601005,2020,4.0,2710.0
13616,601006,2016,,
13617,601006,2017,,
13618,601006,2018,0.0,1400.0
13619,601006,2019,0.0,6689.0
13620,601006,2020,2.0,5976.0
13621,601007,2016,,
13622,601007,2017,,
13623,601007,2018,0.0,566.0
13624,601007,2019,0.0,823.0
13625,601007,2020,0.0,1985.0
13626,601008,2016,,
13627,601008,2017,,
13628,601008,2018,2.0,509.0
13629,601008,2019,2.0,7407.0
13630,601008,2020,0.0,5359.0
13631,601010,2016,,
13632,601010,2017,,
13633,601010,2018,7.0,705.0
13634,601010,2019,7.0,2491.0
13635,601010,2020,12.0,3081.0
13636,601011,2016,,
13637,601011,2017,,
13639,601011,2019,2.0,9478.0
13640,601011,2020,1.0,6911.0
13641,601012,2016,,
13642,601012,2017,,
13643,601012,2018,10.0,1257.0
13644,601012,2019,10.0,9005.0
13646,601015,2016,,
13647,601015,2017,,
13648,601015,2018,2.0,971.0
13649,601015,2019,2.0,3152.0
13650,601015,2020,1.0,5065.0
13651,601016,2016,,
13652,601016,2017,,
13653,601016,2018,5.0,847.0
13654,601016,2019,7.0,3999.0
13655,601016,2020,5.0,7974.0
13656,601018,2016,,
13657,601018,2017,,
13658,601018,2018,2.0,764.0
13659,601018,2019,2.0,3401.0
13660,601018,2020,0.0,3288.0
13661,601019,2017,,
13662,601019,2018,2.0,444.0
13663,601019,2019,1.0,1154.0
13664,601019,2020,2.0,1291.0
13665,601021,2016,,
13666,601021,2017,,
13667,601021,2018,1.0,677.0
13668,601021,2019,0.0,1670.0
13669,601021,2020,0.0,1874.0
13670,601028,2016,,
13671,601028,2017,,
13672,601028,2018,2.0,777.0
13673,601028,2019,3.0,2098.0
13674,601028,2020,0.0,768.0
13675,601038,2016,,
13676,601038,2017,,
13677,601038,2018,15.0,739.0
13678,601038,2019,9.0,8875.0
13679,601038,2020,16.0,4046.0
13680,601058,2016,,
13681,601058,2017,,
13682,601058,2018,5.0,1169.0
13683,601058,2019,4.0,3275.0
13684,601058,2020,5.0,3356.0
13687,601068,2020,7.0,3200.0
13688,601069,2016,,
13689,601069,2017,,
13691,601069,2019,7.0,10161.0
13692,601069,2020,4.0,6091.0
13693,601086,2017,,
13694,601086,2018,7.0,820.0
13695,601086,2019,7.0,2707.0
13696,601086,2020,12.0,6016.0
13697,601088,2016,,
13698,601088,2017,,
13699,601088,2018,2.0,1162.0
13700,601088,2019,1.0,5306.0
13701,601088,2020,0.0,8020.0
13702,601098,2016,,
13703,601098,2017,,
13704,601098,2018,2.0,533.0
13705,601098,2019,1.0,1689.0
13706,601098,2020,2.0,1422.0
13707,601100,2016,,
13708,601100,2017,,
13709,601100,2018,15.0,538.0
13710,601100,2019,9.0,1502.0
13711,601100,2020,16.0,4617.0
13712,601101,2016,,
13713,601101,2017,,
13714,601101,2018,2.0,786.0
13715,601101,2019,1.0,1996.0
13716,601101,2020,0.0,2615.0
13717,601106,2016,,
13718,601106,2017,,
13719,601106,2018,15.0,1079.0
13720,601106,2019,9.0,5406.0
13721,601106,2020,16.0,3472.0
13722,601107,2016,,
13723,601107,2017,,
13724,601107,2018,1.0,611.0
13725,601107,2019,1.0,1655.0
13726,601107,2020,3.0,1009.0
13727,601111,2016,,
13728,601111,2017,,
13729,601111,2018,1.0,1730.0
13730,601111,2019,0.0,5213.0
13731,601111,2020,0.0,9456.0
13732,601116,2016,,
13733,601116,2017,,
13734,601116,2018,7.0,968.0
13735,601116,2019,7.0,5817.0
13736,601116,2020,12.0,2488.0
13737,601117,2016,,
13738,601117,2017,,
13740,601117,2019,8.0,4865.0
13741,601117,2020,7.0,4858.0
13742,601118,2016,,
13743,601118,2017,,
13745,601118,2019,3.0,5902.0
13746,601118,2020,2.0,7525.0
13747,601126,2016,,
13748,601126,2017,,
13749,601126,2018,22.0,538.0
13750,601126,2019,22.0,1880.0
13751,601126,2020,27.0,3331.0
13752,601127,2016,,
13753,601127,2017,,
13754,601127,2018,11.0,621.0
13755,601127,2019,18.0,2245.0
13757,601137,2016,,
13758,601137,2017,,
13759,601137,2018,17.0,533.0
13760,601137,2019,12.0,1803.0
13761,601137,2020,10.0,2298.0
13765,601139,2016,,
13766,601139,2017,,
13767,601139,2018,3.0,860.0
13768,601139,2019,1.0,3531.0
13769,601139,2020,0.0,1542.0
13770,601155,2016,,
13771,601155,2017,,
13772,601155,2018,19.0,1578.0
13774,601155,2020,10.0,3852.0
13775,601158,2016,,
13776,601158,2017,,
13777,601158,2018,0.0,496.0
13778,601158,2019,0.0,1199.0
13779,601158,2020,0.0,962.0
13780,601163,2016,,
13781,601163,2017,,
13782,601163,2018,5.0,793.0
13783,601163,2019,4.0,3124.0
13784,601163,2020,5.0,3434.0
13785,601168,2016,,
13786,601168,2017,,
13787,601168,2018,10.0,1586.0
13788,601168,2019,7.0,7129.0
13789,601168,2020,4.0,8311.0
13790,601177,2016,,
13791,601177,2017,,
13792,601177,2018,6.0,1024.0
13793,601177,2019,10.0,2539.0
13794,601177,2020,8.0,1483.0
13795,601179,2016,,
13796,601179,2017,,
13797,601179,2018,22.0,499.0
13798,601179,2019,22.0,1475.0
13800,601186,2016,,
13801,601186,2017,,
13804,601186,2020,7.0,10866.0
13805,601188,2016,,
13806,601188,2017,,
13807,601188,2018,1.0,533.0
13808,601188,2019,1.0,1654.0
13809,601188,2020,3.0,1322.0
13810,601199,2016,,
13811,601199,2017,,
13812,601199,2018,0.0,557.0
13813,601199,2019,0.0,1036.0
13814,601199,2020,0.0,2013.0
13815,601200,2017,,
13816,601200,2018,1.0,714.0
13817,601200,2019,2.0,5236.0
13818,601200,2020,2.0,3229.0
13819,601208,2016,,
13820,601208,2017,,
13821,601208,2018,23.0,678.0
13822,601208,2019,16.0,3095.0
13823,601208,2020,12.0,2373.0
13824,601212,2016,,
13825,601212,2017,,
13826,601212,2018,17.0,1128.0
13827,601212,2019,12.0,7951.0
13828,601212,2020,10.0,8654.0
13829,601216,2016,,
13830,601216,2017,,
13831,601216,2018,23.0,1818.0
13834,601218,2016,,
13835,601218,2017,,
13836,601218,2018,15.0,882.0
13837,601218,2019,9.0,2292.0
13838,601218,2020,16.0,3125.0
13839,601222,2016,,
13840,601222,2017,,
13841,601222,2018,0.0,968.0
13842,601222,2019,0.0,4363.0
13843,601222,2020,3.0,7016.0
13844,601225,2016,,
13845,601225,2017,,
13847,601225,2019,1.0,4398.0
13848,601225,2020,0.0,3332.0
13849,601226,2016,,
13850,601226,2017,,
13851,601226,2018,1.0,776.0
13852,601226,2019,1.0,2671.0
13853,601226,2020,1.0,2437.0
13854,601228,2017,,
13855,601228,2018,2.0,1011.0
13856,601228,2019,2.0,3130.0
13857,601228,2020,0.0,2322.0
13858,601231,2016,,
13859,601231,2017,,
13860,601231,2018,51.0,713.0
13861,601231,2019,74.0,4570.0
13862,601231,2020,70.0,6492.0
13863,601233,2016,,
13864,601233,2017,,
13865,601233,2018,3.0,1546.0
13866,601233,2019,3.0,4504.0
13867,601233,2020,2.0,4225.0
13868,601238,2016,,
13869,601238,2017,,
13870,601238,2018,11.0,883.0
13871,601238,2019,18.0,3548.0
13873,601258,2016,,
13874,601258,2017,,
13878,601298,2018,2.0,8.0
13880,601298,2020,0.0,3655.0
13881,601311,2016,,
13882,601311,2017,,
13883,601311,2018,22.0,620.0
13884,601311,2019,22.0,9653.0
13885,601311,2020,27.0,7931.0
13886,601313,2016,,
13887,601313,2017,,
13888,601326,2017,,
13889,601326,2018,2.0,434.0
13890,601326,2019,2.0,1966.0
13891,601326,2020,0.0,1175.0
13894,601330,2020,2.0,6288.0
13895,601333,2016,,
13896,601333,2017,,
13897,601333,2018,0.0,745.0
13898,601333,2019,0.0,2690.0
13899,601333,2020,2.0,2918.0
13900,601339,2016,,
13901,601339,2017,,
13902,601339,2018,4.0,648.0
13903,601339,2019,2.0,2231.0
13904,601339,2020,3.0,3989.0
13905,601360,2017,,
13907,601360,2019,15.0,8294.0
13909,601366,2017,,
13910,601366,2018,7.0,1101.0
13911,601366,2019,7.0,3481.0
13912,601366,2020,12.0,3138.0
13913,601368,2016,,
13914,601368,2017,,
13915,601368,2018,0.0,548.0
13916,601368,2019,0.0,1073.0
13917,601368,2020,0.0,933.0
13918,601369,2016,,
13919,601369,2017,,
13920,601369,2018,22.0,535.0
13921,601369,2019,22.0,2309.0
13922,601369,2020,27.0,3092.0
13923,601388,2016,,
13924,601388,2017,,
13925,601388,2018,17.0,1054.0
13926,601388,2019,12.0,5357.0
13927,601388,2020,10.0,9493.0
13928,601390,2016,,
13929,601390,2017,,
13930,601390,2018,11.0,1163.0
13931,601390,2019,8.0,7882.0
13932,601390,2020,7.0,6587.0
13933,601399,2020,7.0,6115.0
13934,601500,2016,,
13935,601500,2017,,
13936,601500,2018,5.0,546.0
13937,601500,2019,4.0,1067.0
13938,601500,2020,5.0,1431.0
13939,601512,2019,4.0,2.0
13940,601512,2020,10.0,3542.0
13941,601515,2016,,
13942,601515,2017,,
13943,601515,2018,0.0,511.0
13944,601515,2019,0.0,5693.0
13945,601515,2020,0.0,2917.0
13946,601518,2016,,
13947,601518,2017,,
13948,601518,2018,1.0,627.0
13949,601518,2019,1.0,2159.0
13950,601518,2020,3.0,1473.0
13951,601558,2016,,
13952,601558,2017,,
13955,601566,2016,,
13956,601566,2017,,
13957,601566,2018,3.0,478.0
13958,601566,2019,2.0,1833.0
13959,601566,2020,4.0,1805.0
13960,601567,2016,,
13961,601567,2017,,
13962,601567,2018,0.0,830.0
13963,601567,2019,0.0,2424.0
13964,601567,2020,3.0,4082.0
13965,601568,2020,12.0,10092.0
13966,601579,2016,,
13967,601579,2017,,
13968,601579,2018,2.0,565.0
13969,601579,2019,3.0,1578.0
13970,601579,2020,5.0,4504.0
13971,601588,2016,,
13972,601588,2017,,
13973,601588,2018,19.0,772.0
13974,601588,2019,15.0,2311.0
13975,601588,2020,10.0,1763.0
13976,601595,2016,,
13977,601595,2017,,
13978,601595,2018,3.0,493.0
13979,601595,2019,4.0,3656.0
13980,601595,2020,3.0,2366.0
13981,601598,2018,1.0,
13983,601598,2020,0.0,9223.0
13984,601599,2016,,
13985,601599,2017,,
13986,601599,2018,4.0,788.0
13987,601599,2019,2.0,3341.0
13988,601599,2020,3.0,2189.0
13989,601600,2016,,
13990,601600,2017,,
13992,601600,2019,12.0,9256.0
13993,601600,2020,10.0,8161.0
13995,601606,2019,3.0,9271.0
13996,601606,2020,1.0,7360.0
13997,601607,2016,,
13998,601607,2017,,
13999,601607,2018,7.0,1010.0
14000,601607,2019,7.0,3761.0
14002,601608,2016,,
14003,601608,2017,,
14004,601608,2018,15.0,665.0
14005,601608,2019,9.0,7140.0
14006,601608,2020,16.0,3824.0
14008,601611,2016,,
14009,601611,2017,,
14010,601611,2018,11.0,958.0
14011,601611,2019,8.0,3075.0
